id_jogo_cbf,source,quantity,price,amount
14227b_2025,SUPERIOR CADEIRA - SUDOESTE - INTEIRA,21,140.0,2940.0
14227b_2025,SUPERIOR CADEIRA - SUDOESTE - SÓCIO DIAMANTE - INTEIRA,14,70.0,980.0
14227b_2025,SUPERIOR CADEIRA - SUDOESTE - SÓCIO OURO - INTEIRA,1,126.0,126.0
14227b_2025,SUPERIOR CADEIRA - SUL - INTEIRA,170,100.0,17000.0
14227b_2025,SUPERIOR CADEIRA - SUL - ΜΕΙΑ,104,50.0,5200.0
14227b_2025,SUPERIOR CADEIRA - SUL - SÓCIO DIAMANTE - INTEIRA,18,50.0,900.0
14227b_2025,SUPERIOR CADEIRA - SUL - SÓCIO OURO - INTEIRA,3,90.0,270.0
14227b_2025,SUPERIOR CADEIRA - SUL ADV - INTEIRA,1076,100.0,107600.0
14227b_2025,SUPERIOR CADEIRA - SUL ADV - ΜΕΙΑ,624,50.0,31200.0
14227b_2025,GRATUIDADE - INTEIRA,1868,40.0,74720.0
14228b_2025,AVULSO 1 CAMAROTE - ESQUADRÃO KIDS COMBO AVULSO - SÓCIO - INTEIRA,349,86.0,30014.0
14228b_2025,INFERIOR ESPECIAL CADEIRA - INTEIRA,875,120.0,105000.0
14228b_2025,INFERIOR ESPECIAL CADEIRA - MEIA,1068,60.0,64080.0
14228b_2025,LESTE ASSENTO CADEIRA INFERIOR - INTEIRA,761,86.0,65446.0
14228b_2025,LESTE ASSENTO CADEIRA INFERIOR - MEIA,556,43.0,23908.0
14228b_2025,LESTE ASSENTO CADEIRA SOCIO - INTEIRA,2,69.0,138.0
14228b_2025,LESTE ASSENTO CADEIRA SUPERIOR - INTEIRA,656,70.0,45920.0
14228b_2025,LESTE ASSENTO CADEIRA SUPERIOR - MEIΑ,360,35.0,12600.0
14228b_2025,LESTE ASSENTO CADEIRA SUPERIOR LESTE PROMOCIONAL - INTEIRA,600,40.0,24000.0
14228b_2025,LESTE ASSENTO CADEIRA SUPERIOR LESTE PROMOCIONAL - MEIΑ,400,20.0,8000.0
14228b_2025,LESTE ASSENTO CADEIRA SUPERIOR SOCIO - INTEIRA,1,105.0,105.0
14228b_2025,NORTE ASSENTO CADEIRA SUPERIOR - INTEIRA,1742,66.0,114972.0
14228b_2025,NORTE ASSENTO CADEIRA INFERIOR - INTEIRA,1132,80.0,90560.0
14228b_2025,NORTE ASSENTO CADEIRA INFERIOR - MEIA,1074,40.0,42960.0
14228b_2025,NORTE ASSENTO CADEIRA SUPERIOR - MEIΑ,848,33.0,27984.0
14228b_2025,NORTE ASSENTO CADEIRA SUPERIOR SÓCIO - INTEIRA,177,54.0,9558.0
14228b_2025,SETOR CADEIRA - CADEIRA ESPECIAL SUPERIOR INTEIRA - INTEIRA,12,140.0,1680.0
14228b_2025,SETOR CADEIRA - CADEIRA ESPECIAL SUPERIOR ΜΕΙΑ - ΜΕΙΑ,17,70.0,1190.0
14228b_2025,SETOR CADEIRA - CADEIRA ESPECIAL SUPERIOR PROMOCIONAL MEIA - ΜΕΙΑ,105,25.0,2625.0
14228b_2025,SETOR CADEIRA - CADEIRA ESPECIAL SUPERIOR PROMOCIONALINTEIRA - INTEIRA,170,50.0,8500.0
14228b_2025,SETOR CADEIRA - SUDESTE INFERIOR - INTEIRA,140,86.0,12040.0
14228b_2025,SETOR CADEIRA - SUDESTE INFERIOR - MEIA,90,43.0,3870.0
14228b_2025,SETOR CADEIRA - VIP - INTEIRA,205,250.0,51250.0
14228b_2025,SETOR CADEIRA - VIP CRIANÇA - INTEIRA,28,165.0,4620.0
14228b_2025,SETOR CADEIRA - VIP SÓCIO - INTEIRA,2724,1.0,2724.0
14228b_2025,SÓCIO TODOS - ESQUADRÃO ZONE - INTEIRA,500,140.0,70000.0
14228b_2025,SÓCIO TODOS - SÓCIO ESQUADRÃO - INTEIRA,24980,20.0,499600.0
14228b_2025,VISITANTE CADEIRA - INTEIRA,2,140.0,280.0
14228b_2025,VISITANTE CADEIRA - MEIA,1,70.0,70.0
14229b_2025,CORTESIAS CADEIRA - CORTESIAS - INTEIRA,1224,1.0,1224.0
14229b_2025,ESPECIAL CADEIRA ESPECIAL - INTEIRA,95,60.0,5700.0
14229b_2025,ESPECIAL CADEIRA - ESPECIAL - ΜΕΙΑ,100,30.0,3000.0
14229b_2025,PREMIUM CADEIRA - PREMIUM - INTEIRA,53,200.0,10600.0
14229b_2025,PREMIUM CADEIRA - PREMIUM - ΜΕΙΑ,100,100.0,10000.0
14229b_2025,SETOR ARQUIBANCADA - INFERIOR CENTRAL - INTEIRA,233,70.0,16310.0
14229b_2025,SETOR ARQUIBANCADA - INFERIOR CENTRAL - MEIA,832,35.0,29120.0
14229b_2025,SETOR ARQUIBANCADA - INFERIOR NORTE - INTEIRA,101,30.0,3030.0
14229b_2025,SETOR ARQUIBANCADA - INFERIOR NORTE - ΜΕΙΑ,378,15.0,5670.0
14229b_2025,SETOR ARQUIBANCADA - INFERIOR SUL - INTEIRA,222,30.0,6660.0
14229b_2025,SETOR ARQUIBANCADA - INFERIOR SUL - ΜΕΙΑ,1771,15.0,26565.0
14229b_2025,SETOR ARQUIBANCADA - SUPERIOR CENTRAL - INTEIRA,267,40.0,10680.0
14229b_2025,SETOR ARQUIBANCADA - SUPERIOR CENTRAL - MEIA,841,20.0,16820.0
14229b_2025,SETOR ARQUIBANCADA - VISITANTE SUPERIOR NORTE - INTEIRA,50,140.0,7000.0
14229b_2025,SETOR ARQUIBANCADA - VISITANTE SUPERIOR NORTE - ΜΕΙΑ,100,70.0,7000.0
14229b_2025,SÓCIO TORCEDOR DIVERSOS - SÓCIO TORCEDOR - INTEIRA,9854,1.0,9854.0
14229b_2025,GRATUIDADE - INTEIRA,366,0.0,0.0
14230b_2025,CORTESIA DIVERSOS - CRIANÇAS - INTEIRA,938,20.0,18760.0
14230b_2025,DESCOBERTA ARQUIBANCADA - - INTEIRA,998,80.0,79840.0
14230b_2025,DESCOBERTA ARQUIBANCADA - - ΜΕΙΑ,752,40.0,30080.0
14230b_2025,DESCOBERTA ARQUIBANCADA - PROMOCIONAL - INTEIRA,3112,60.0,186720.0
14230b_2025,DESCOBERTA ARQUIBANCADA - PROMOCIONAL - ΜΕΙΑ,814,30.0,24420.0
14230b_2025,DESCOBERTA ARQUIBANCADA - VISITANTE - INTEIRA,16,80.0,1280.0
14230b_2025,DESCOBERTA ARQUIBANCADA - VISITANTE - ΜΕΙΑ,6,40.0,240.0
14230b_2025,DESCOBERTA ARQUIBANCADA - VISITANTE PROMOCIONAL - INTEIRA,135,60.0,8100.0
14230b_2025,DESCOBERTA ARQUIBANCADA - VISITANTE PROMOCIONAL - MEIA,12,30.0,360.0
14230b_2025,SÓCIO CADEIRA - INTEIRA,38,50.0,1900.0
14231b_2025,Cadeira Norte inteira,2079,100.0,207900.0
14231b_2025,Cadeira Norte Meia,5175,50.0,258750.0
14231b_2025,Cadeira Norte Sócio Nação Maraca 1,5244,50.0,262200.0
14231b_2025,Cadeira Norte Sócio Nação Maraca 2,1238,50.0,61900.0
14231b_2025,Cadeira Norte Sócio Nação Maraca 3,455,50.0,22750.0
14231b_2025,Cadeira Norte Pacotes,728,50.0,36400.0
14231b_2025,Cadeira Sul Inteira,1343,80.0,107440.0
14231b_2025,Cadeira Sul Meia,1138,40.0,45520.0
14231b_2025,Cadeira Sul Sócio Nação Maraca 1,157,40.0,6280.0
14231b_2025,Cadeira Sul Sócio Nação Maraca 2,134,40.0,5360.0
14231b_2025,Cadeira Sul Sócio Nação Maraca 3,90,40.0,3600.0
14231b_2025,Cadeira Sul Pacotes,0,40.0,0.0
14231b_2025,Cadeira Leste Inferior Inteira,1691,140.0,236740.0
14231b_2025,Cadeira Leste Inferior Meia,1658,70.0,116060.0
14231b_2025,Cadeira Leste Inferior Sócio Nação Maraca 1,766,70.0,53620.0
14231b_2025,Cadeira Leste Inferior Sócio Nação Maraca 2,374,70.0,26180.0
14231b_2025,Cadeira Leste Inferior Sócio Nação Maraca 3,145,70.0,10150.0
14231b_2025,Cadeira Leste Inferior Pacotes,139,70.0,9730.0
14231b_2025,Cadeira Leste Superior Inteira,0,0.0,0.0
14231b_2025,Cadeira Leste Superior Meia,0,0.0,0.0
14231b_2025,Cadeira Leste Superior Sócio Nação Maraca 1,0,0.0,0.0
14231b_2025,Cadeira Leste Superior Sócio Nação Maraca 2,0,0.0,0.0
14231b_2025,Cadeira Leste Superior Sócio Nação Maraca 3,0,0.0,0.0
14231b_2025,Cadeira Leste Superior Pacotes,0,0.0,0.0
14231b_2025,Cadeira Oeste Inferior Inteira,522,180.0,93960.0
14231b_2025,Cadeira Oeste Inferior Meia,580,90.0,52200.0
14231b_2025,Cadeira Oeste Inferior Sócio Maraca 1,350,90.0,31500.0
14231b_2025,Cadeira Oeste Inferior Sócio Maraca 2,161,90.0,14490.0
14231b_2025,Cadeira Oeste Inferior Sócio Maraca 3,32,90.0,2880.0
14231b_2025,Cadeira Oeste Inferior Pacotes,0,90.0,0.0
14231b_2025,Cadeira Maracanã Mais Inteira,744,425.0,316200.0
14231b_2025,Cadeira Maracanã Mais Meia,511,212.5,108587.5
14231b_2025,Cadeira Maracanã Mais Sócio Nação Maraca 1,219,212.5,46537.5
14231b_2025,Cadeira Maracanã Mais Sócio Nação Maraca 2,38,212.5,8075.0
14231b_2025,Cadeira Maracanã Mais Sócio Nação Maraca 3,9,212.5,1912.5
14231b_2025,Cadeira Maracanã Mais Pacotes,13,212.5,2762.5
14231b_2025,Cadeira Sul Inteira Visitante,16,80.0,1280.0
14231b_2025,Cadeira Sul Meia Visitante,16,40.0,640.0
14231b_2025,Cadeira Promocional Ypiranga,250,112.0,28000.0
14231b_2025,Ingresso Promocional,1470,40.0,58800.0
14231b_2025,Camarote Promocional,1446,40.0,57840.0
14232b_2025,NORTE INTEIRA,0,0.0,0.0
14232b_2025,NORTE MEIΑ,0,0.0,0.0
14232b_2025,NORTE BRANCO,0,0.0,0.0
14232b_2025,NORTE SÓCIO PRETO,0,0.0,0.0
14232b_2025,NORTE SÓCIO ACOMPANHANTE GLORIOSO,0,0.0,0.0
14232b_2025,NORTE SÓCIO ALVINEGRO OFF,0,0.0,0.0
14232b_2025,NORTE SÓCIO GLORIOSO 100%,0,0.0,0.0
14232b_2025,NORTE SÓCIO ALVINEGRO 100%,0,0.0,0.0
14232b_2025,LESTE INFERIOR INTEIRA,27,200.0,5400.0
14232b_2025,LESTE INFERIOR MEIA,73,100.0,7300.0
14232b_2025,LESTE INFERIOR SÓCIO BRANCO,19,100.0,1900.0
14232b_2025,LESTE INFERIOR SÓCIO PRETO,66,100.0,6600.0
14232b_2025,LESTE INFERIOR SÓCIO ACOMPANHANTE GLORIOSO,156,100.0,15600.0
14232b_2025,LESTE INFERIOR SÓCIO ALVINEGRO OFF,33,100.0,3300.0
14232b_2025,LESTE INFERIOR SÓCIO GLORIOSO 100%,494,100.0,49400.0
14232b_2025,LESTE INFERIOR SÓCIO ALVINEGRO 100%,1257,100.0,125700.0
14232b_2025,OESTE INFERIOR INTEIRA,91,200.0,18200.0
14232b_2025,OESTE INFERIOR MEIA,176,100.0,17600.0
14232b_2025,OESTE INFERIOR SÓCIO BRANCO,20,100.0,2000.0
14232b_2025,OESTE INFERIOR SÓCIO PRETO,71,100.0,7100.0
14232b_2025,OESTE INFERIOR SÓCIO ACOMPANHANTE GLORIOSO,97,100.0,9700.0
14232b_2025,OESTE INFERIOR SÓCIO ALVINEGRO OFF,17,100.0,1700.0
14232b_2025,OESTE INFERIOR SÓCIO GLORIOSO 100%,355,100.0,35500.0
14232b_2025,OESTE INFERIOR SÓCIO ALVINEGRO 100%,857,100.0,85700.0
14232b_2025,LESTE SUPERIOR INTEIRA,388,80.0,31040.0
14232b_2025,LESTE SUPERIOR MEIΑ,1427,40.0,57080.0
14232b_2025,LESTE SUPERIOR SÓCIO BRANCO,286,40.0,11440.0
14232b_2025,LESTE SUPERIOR SÓCIO PRETO,488,40.0,19520.0
14232b_2025,LESTE SUPERIOR SÓCIO ACOMPANHANTE GLORIOSO,421,40.0,16840.0
14232b_2025,LESTE SUPERIOR SÓCIO ALVINEGRO OFF,82,40.0,3280.0
14232b_2025,LESTE SUPERIOR SÓCIO GLORIOSO 100%,354,40.0,14160.0
14232b_2025,LESTE SUPERIOR SÓCIO ALVINEGRO 100%,1071,40.0,42840.0
14232b_2025,SUL VISITANTE INTEIRA,45,200.0,9000.0
14232b_2025,SUL VISITAΝΤΕ ΜΕΙΑ,157,100.0,15700.0
14232b_2025,INGRESSO PROMOCIONAL,753,40.0,30120.0
14232b_2025,CAMAROTE PROMOCIONAL,1316,40.0,52640.0
14233b_2025,CAMAROTES - Carnê de Relacionamento,609,20.0,12180.0
14233b_2025,CAMAROTES - Carnê - Venda Proibida,887,20.0,17740.0
14233b_2025,LESTE INFERIOR CENTRAL - Inteira,3,180.0,540.0
14233b_2025,LESTE INFERIOR CENTRAL - Meia,19,90.0,1710.0
14233b_2025,LESTE INFERIOR CENTRAL - Fiel Torcedor,3312,128.0,423936.0
14233b_2025,LESTE INFERIOR CENTRAL - Fiel Torcedor,1469,110.0,161590.0
14233b_2025,LESTE INFERIOR CENTRAL- Carnê - Venda Proibida,109,20.0,2180.0
14233b_2025,LESTE INFERIOR LATERAL - Meia,22,65.0,1430.0
14233b_2025,LESTE INFERIOR LATERAL - Fiel Torcedor,3365,88.0,296120.0
14233b_2025,LESTE INFERIOR LATERAL - Fiel Torcedor,562,75.0,42150.0
14233b_2025,LESTE INFERIOR LATERAL - Carnê - Venda Proibida,236,20.0,4720.0
14233b_2025,LESTE SUPERIOR CENTRAL - Fiel Torcedor,3289,78.0,256542.0
14233b_2025,LESTE SUPERIOR CENTRAL - Fiel Torcedor,540,68.0,36720.0
14233b_2025,LESTE SUPERIOR CENTRAL- Carnê - Venda Proibida,10,20.0,200.0
14233b_2025,LESTE SUPERIOR LATERAL - Meia,7,55.0,385.0
14233b_2025,LESTE SUPERIOR LATERAL - Fiel Torcedor,2499,78.0,194922.0
14233b_2025,LESTE SUPERIOR LATERAL - Fiel Torcedor,303,68.0,20604.0
14233b_2025,LESTE SUPERIOR LATERAL - Carnê - Venda Proibida,30,20.0,600.0
14233b_2025,NORTE - Meia,50,37.5,1875.0
14233b_2025,NORTE - Fiel Torcedor,8532,35.0,298620.0
14233b_2025,NORTE - Carnê - Venda Proibida,478,20.0,9560.0
14233b_2025,OESTE BUSINESS - Carnê de Relacionamento,508,20.0,10160.0
14233b_2025,OESTE BUSINESS - Carnê - Venda Proibida,100,20.0,2000.0
14233b_2025,OESTE INFERIOR CENTRAL - Inteira,4,300.0,1200.0
14233b_2025,OESTE INFERIOR CENTRAL - Carnê de Relacionamento,1056,20.0,21120.0
14233b_2025,OESTE INFERIOR CORNER - Inteira,183,260.0,47580.0
14233b_2025,OESTE INFERIOR CORNER - Meia,86,130.0,11180.0
14233b_2025,OESTE INFERIOR CORNER - Carnê de Relacionamento,289,20.0,5780.0
14233b_2025,OESTE INFERIOR CORNER - Fiel Torcedor,134,158.0,21172.0
14233b_2025,OESTE INFERIOR CORNER - Fiel Torcedor,5,188.0,940.0
14233b_2025,OESTE INFERIOR CORNER - Carnê - Venda Proibida,907,20.0,18140.0
14233b_2025,OESTE INFERIOR LATERAL - Inteira,443,280.0,124040.0
14233b_2025,OESTE INFERIOR LATERAL - Meia,102,140.0,14280.0
14233b_2025,OESTE INFERIOR LATERAL - Carnê de Relacionamento,1049,20.0,20980.0
14233b_2025,OESTE INFERIOR LATERAL - Fiel Torcedor,79,196.0,15484.0
14233b_2025,OESTE INFERIOR LATERAL - Fiel Torcedor,73,224.0,16352.0
14233b_2025,OESTE INFERIOR LATERAL - Fiel Torcedor,372,170.0,63240.0
14233b_2025,OESTE INFERIOR LATERAL - Fiel Torcedor,69,208.0,14352.0
14233b_2025,OESTE INFERIOR LATERAL - Carnê - Venda Proibida,611,20.0,12220.0
14233b_2025,OESTE SUPERIOR - Inteira,541,198.0,107118.0
14233b_2025,OESTE SUPERIOR - Meia,139,99.0,13761.0
14233b_2025,OESTE SUPERIOR - Carnê de Relacionamento,160,20.0,3200.0
14233b_2025,OESTE SUPERIOR - Fiel Torcedor,13,138.6,1801.8
14233b_2025,OESTE SUPERIOR - Fiel Torcedor,56,158.4,8870.4
14233b_2025,OESTE SUPERIOR - Fiel Torcedor,1633,138.0,225354.0
14233b_2025,OESTE SUPERIOR - Fiel Torcedor,430,118.0,50740.0
14233b_2025,OESTE SUPERIOR - Fiel Torcedor,26,145.0,3770.0
14233b_2025,OESTE SUPERIOR - Carnê - Venda Proibida,689,20.0,13780.0
14233b_2025,SUL - Inteira,3,80.0,240.0
14233b_2025,SUL - Meia,15,40.0,600.0
14233b_2025,SUL - Visitante - Inteira,668,80.0,53440.0
14233b_2025,SUL - Visitante - Meia,54,40.0,2160.0
14233b_2025,SUL - Fiel Torcedor,3839,35.0,134365.0
14233b_2025,SUL- Carnê - Venda Proibida,221,20.0,4420.0
14233b_2025,SUL- Carnê - Venda Proibida,250,40.0,10000.0
14234b_2025,ARQUIBANCADA COSMO DAMIÃO - Inteira,24,300.0,7200.0
14234b_2025,ARQUIBANCADA COSMO DAMIÃO - Meia,114,150.0,17100.0
14234b_2025,ARQUIBANCADA COSMO DAMIÃO - Carnê de Relacionamento,707,20.0,14140.0
14234b_2025,ARQUIBANCADA COSMO DAMIÃO - Sócio Gold,1152,37.5,43200.0
14234b_2025,ARQUIBANCADA COSMO DAMIÃO - Sócio Silver,130,75.0,9750.0
14234b_2025,ARQUIBANCADA COSMO DAMIÃO - Sócio Black,744,20.0,14880.0
14234b_2025,ARQUIBANCADA GERAL SANTISTA - Inteira,8,300.0,2400.0
14234b_2025,ARQUIBANCADA GERAL SANTISTA - Meia,23,150.0,3450.0
14234b_2025,ARQUIBANCADA GERAL SANTISTA - Sócio Gold,225,37.5,8437.5
14234b_2025,ARQUIBANCADA GERAL SANTISTA - Sócio Silver,33,75.0,2475.0
14234b_2025,ARQUIBANCADA GERAL SANTISTA - Sócio Black,133,20.0,2660.0
14234b_2025,ARQUIBANCADA JOSÉ DE ALENCAR - P 24 - Inteira,25,300.0,7500.0
14234b_2025,ARQUIBANCADA JOSÉ DE ALENCAR - P 24 - Meia,83,150.0,12450.0
14234b_2025,ARQUIBANCADA JOSÉ DE ALENCAR - P 24 - Carnê de Relacionamento,12,20.0,240.0
14234b_2025,ARQUIBANCADA JOSÉ DE ALENCAR - P 24 - Sócio Gold,651,37.5,24412.5
14234b_2025,ARQUIBANCADA JOSÉ DE ALENCAR - P 24 - Sócio Silver,71,75.0,5325.0
14234b_2025,ARQUIBANCADA JOSÉ DE ALENCAR - P 24 - Sócio Black,352,20.0,7040.0
14234b_2025,ARQUIBANCADA PRINCESA ISABEL/VISITANTE - Inteira,70,300.0,21000.0
14234b_2025,ARQUIBANCADA PRINCESA ISABEL/VISITANTE - Meia,49,150.0,7350.0
14234b_2025,ARQUIBANCADA PRINCESA ISABEL/VISITANTE - Carnê de Relacionamento,286,20.0,5720.0
14234b_2025,CADEIRA CATIVA DOM PEDRO - Inteira,2,450.0,900.0
14234b_2025,CADEIRA CATIVA DOM PEDRO - Meia,2,225.0,450.0
14234b_2025,CADEIRA CATIVA DOM PEDRO - Sócio Gold,6,112.5,675.0
14234b_2025,CADEIRA CATIVA DOM PEDRO - Sócio Black,5,56.25,281.25
14234b_2025,CADEIRA CATIVA DOM PEDRO - Proprietário Black,2,20.0,40.0
14234b_2025,CADEIRA CATIVA DOM PEDRO - Proprietário Gold,1,56.25,56.25
14234b_2025,CADEIRA CATIVA DOM PEDRO - Proprietário Silver,18,112.5,2025.0
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Inteira,20,450.0,9000.0
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Meia,93,225.0,20925.0
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Carnê de Relacionamento,268,20.0,5360.0
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Sócio Gold,166,112.5,18675.0
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Sócio Silver,47,168.75,7931.25
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Sócio Black,108,56.25,6075.0
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Proprietário Black,17,20.0,340.0
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Proprietário Gold,69,56.25,3881.25
14234b_2025,CADEIRA CATIVA ESPECIAL - PRINCESA ISABEL - Proprietário Silver,145,112.5,16312.5
14234b_2025,CADEIRA COBERTA DOM PEDRO - Inteira,15,450.0,6750.0
14234b_2025,CADEIRA COBERTA DOM PEDRO - Meia,40,225.0,9000.0
14234b_2025,CADEIRA COBERTA DOM PEDRO - Sócio Gold,107,112.5,12037.5
14234b_2025,CADEIRA COBERTA DOM PEDRO - Sócio Silver,20,168.75,3375.0
14234b_2025,CADEIRA COBERTA DOM PEDRO - Sócio Black,176,56.25,9900.0
14234b_2025,CADEIRA COBERTA JOSÉ DE ALENCAR - Carnê de Relacionamento,470,20.0,9400.0
14234b_2025,CADEIRA ESPECIAL - PRINCESA ISABEL - Inteira,3,450.0,1350.0
14234b_2025,CADEIRA ESPECIAL - PRINCESA ISABEL - Meia,7,225.0,1575.0
14234b_2025,CADEIRA ESPECIAL - PRINCESA ISABEL - Carnê de Relacionamento,180,20.0,3600.0
14234b_2025,CADEIRA ESPECIAL - PRINCESA ISABEL - Sócio Gold,84,112.5,9450.0
14234b_2025,CADEIRA ESPECIAL - PRINCESA ISABEL - Sócio Silver,14,168.75,2362.5
14234b_2025,CADEIRA ESPECIAL - PRINCESA ISABEL - Sócio Black,141,56.25,7931.25
14234b_2025,CADEIRA ESPECIAL - PRINCESA ISABEL - Cadeira Vitalícia,15,20.0,300.0
14234b_2025,CADEIRA LATERAL LESTE - Carnê de Relacionamento,59,20.0,1180.0
14234b_2025,CADEIRA SOCIAL DOM PEDRO - Inteira,44,400.0,17600.0
14234b_2025,CADEIRA SOCIAL DOM PEDRO - Meia,92,200.0,18400.0
14234b_2025,CADEIRA SOCIAL DOM PEDRO - Carnê de Relacionamento,103,20.0,2060.0
14234b_2025,CADEIRA SOCIAL DOM PEDRO - Sócio Gold,579,100.0,57900.0
14234b_2025,CADEIRA SOCIAL DOM PEDRO - Sócio Silver,55,150.0,8250.0
14234b_2025,CADEIRA SOCIAL DOM PEDRO - Sócio Black,367,50.0,18350.0
14234b_2025,CADEIRA SOCIAL PRINCESA ISABEL - Inteira,11,400.0,4400.0
14234b_2025,CADEIRA SOCIAL PRINCESA ISABEL - Meia,26,200.0,5200.0
14234b_2025,CADEIRA SOCIAL PRINCESA ISABEL - Carnê de Relacionamento,25,20.0,500.0
14234b_2025,CADEIRA SOCIAL PRINCESA ISABEL - Sócio Gold,140,100.0,14000.0
14234b_2025,CADEIRA SOCIAL PRINCESA ISABEL - Sócio Silver,18,150.0,2700.0
14234b_2025,CADEIRA SOCIAL PRINCESA ISABEL - Sócio Black,157,50.0,7850.0
14234b_2025,CADEIRA TÉRREA DOM PEDRO - Inteira,120,350.0,42000.0
14234b_2025,CADEIRA TÉRREA DOM PEDRO - Meia,231,175.0,40425.0
14234b_2025,CADEIRA TÉRREA DOM PEDRO - Carnê de Relacionamento,72,20.0,1440.0
14234b_2025,CADEIRA TÉRREA DOM PEDRO - Sócio Gold,519,87.5,45412.5
14234b_2025,CADEIRA TÉRREA DOM PEDRO - Sócio Silver,97,131.25,12731.25
14234b_2025,CADEIRA TÉRREA DOM PEDRO - Sócio Black,191,43.75,8356.25
14234b_2025,CADEIRA TÉRREA DOM PEDRO - PMR - P26 - Meia,8,175.0,1400.0
14234b_2025,CADEIRA TÉRREA DOM PEDRO - PMR - P26 - Sócio Gold,2,87.5,175.0
14234b_2025,CADEIRA TÉRREA DOM PEDRO - PMR - P26 - Sócio Black,5,43.75,218.75
14234b_2025,CAMAROTE DIRETORIA VISITANTE - P23 - Área Restrita - VENDA PROIBIDA,20,20.0,400.0
14234b_2025,CAMAROTE ESPECIAL P.C.R. - Meia,2,125.0,250.0
14234b_2025,CAMAROTE ESPECIAL P.C.R. - Carnê de Relacionamento,2,20.0,40.0
14234b_2025,CAMAROTE ESPECIAL P.C.R. - Sócio Gold,5,31.25,156.25
14234b_2025,CAMAROTE ESPECIAL P.C.R. - Sócio Black,1,20.0,20.0
14234b_2025,CAMAROTE INFERIOR DEFENSORES - Carnê de Relacionamento,91,20.0,1820.0
14234b_2025,CAMAROTE PRESIDÊNCIA SANTOS FC - P16 - Área Restrita - VENDA PROIBIDA,2,20.0,40.0
14234b_2025,CAMAROTE SUPERIOR ARTILHEIROS - P16 - Carnê de Relacionamento,94,20.0,1880.0
14234b_2025,CAMAROTE SUPERIOR DOM PEDRO - P23 - Inteira,10,450.0,4500.0
14234b_2025,CAMAROTE SUPERIOR DOM PEDRO - P23 - Meia,10,225.0,2250.0
14234b_2025,CAMAROTE SUPERIOR DOM PEDRO - P23 - Sócio Gold,15,112.5,1687.5
14234b_2025,CAMAROTE SUPERIOR DOM PEDRO - P23 - Sócio Silver,3,168.75,506.25
14234b_2025,CAMAROTE SUPERIOR DOM PEDRO - P23 - Sócio Black,21,56.25,1181.25
14234b_2025,CAMAROTE SUPERIOR DOM PEDRO - P23 - Cadeira Vitalícia,8,20.0,160.0
14234b_2025,CAMAROTE TRIBUNA DE HONRA - Área Restrita - VENDA PROIBIDA,22,20.0,440.0
14235b_2025,ARQUIBANCADA MIRASSOL - Inteira,15,240.0,3600.0
14235b_2025,ARQUIBANCADA MIRASSOL - Meia,65,120.0,7800.0
14235b_2025,ARQUIBANCADA MIRASSOL - Sócio Contr. Bronze,2320,20.0,46400.0
14235b_2025,ARQUIBANCADA VISITANTE - Inteira,60,240.0,14400.0
14235b_2025,ARQUIBANCADA VISITANTE - Meia,188,120.0,22560.0
14235b_2025,CADEIRA NUMERADA - Sócio Contr. Prata,1277,20.0,25540.0
14235b_2025,CAMAROTE - Sócio Contr. Ouro,222,20.0,4440.0
14236b_2025,CADEIRA ASSENTO AMARELA SUPERIOR - INTEIRA,4314,55.0,237270.0
14236b_2025,CADEIRA ASSENTO AMARELA SUPERIOR - INTEIRA,538,44.0,23672.0
14236b_2025,CADEIRA ASSENTO AMARELA SUPERIOR - INTEIRA,415,49.5,20542.5
14236b_2025,CADEIRA ASSENTO AMARELA SUPERIOR - INTEIRA,450,110.0,49500.0
14236b_2025,CADEIRA ASSENTO AMARELO SUPERIOR SOCIO - INTEIRA,7192,30.0,215760.0
14236b_2025,CADEIRA ASSENTO CADEIRA AMARELO/LARANJA - SUPERIOR/INFERIOR - INTEIRA,1685,38.5,64872.5
14236b_2025,CADEIRA ASSENTO CADEIRA SUPERIRO/INFERIOR/TRIBUNA VISITANTE - INTEIRA,37,170.0,6290.0
14236b_2025,CADEIRA ASSENTO CADEIRA VERMELHO SUPERIOR/INFERIOR - INTEIRA,170,85.5,14535.0
14236b_2025,CADEIRA ASSENTO CADEIRA VERMELHO SUPERIOR/INFERIOR - INTEIRA,153,76.0,11628.0
14236b_2025,CADEIRA ASSENTO CAMAROTE BRAHMA - INTEIRA,3,500.0,1500.0
14236b_2025,CADEIRA ASSENTO CAMAROTE BRAHMA - MEIAΑ,17,250.0,4250.0
14236b_2025,"CADEIRA ASSENTO CONVENIOS, AUTORIDADES E SERVIÇOS - INTEIRA",2962,0.0,0.0
14236b_2025,"CADEIRA ASSENTO CONVENIOS, AUTORIDADES E SERVIÇOS - INTEIRA",1163,0.0,0.0
